,rtrating,numofreviews,link,movietitle,year,AspectRatio,BoxOffice(GrossUSA),Director,Distributor,Genre,OriginalLanguage,Producer,Rating,ReleaseDate(Streaming),Runtime,SoundMix,Writer,MovieRuntime,ReleaseDate(Theater),ReleaseType,streamingornot,releasetype
0,98 ,464,/m/parasite_2019,Parasite Gisaengchung,2019,Scope(2.35:1),53400000.0,Bong Joon-ho,Neon,Mystery&thriller,Korean,"Kwak Sin-ae, Moon Yanggwon",R,"Oct11,2019",2h12m,"Dolby Atmos, Dolby Digital","Bong Joon-ho, Han Jinwon",132.0,"Nov1,2019 ",wide,1,1
1,94 ,547,/m/avengers_endgame,Avengers: Endgame,2019,Scope(2.35:1),858400000.0,"Anthony Russo, Joe Russo",Walt Disney,Sci-fi,English,Kevin Feige,PG-13,"Jul30,2019",3h1m,"Dolby Atmos, D T S, Dolby Digital, S D D S","Christopher Markus, Stephen Mc Feely",181.0,"Apr26,2019 ",wide,1,1
2,97 ,467,/m/knives_out,Knives Out,2019,Flat(1.85:1),165400000.0,Rian Johnson,Lionsgate Films,Mystery&thriller,English,"Rian Johnson, Ram Bergman, Jonathan Golfman, Brye Adler",PG-13,"Jun12,2020",2h10m,Dolby,Rian Johnson,130.0,"Nov27,2019 ",wide,1,1
3,93 ,553,/m/us_2019,Us,2019,Scope(2.35:1),175000000.0,Jordan Peele,Universal Pictures,Mystery&thriller,English,"Jordan Peele, Sean Mc Kittrick, Jason Blum, Ian Cooper",R,"Jun4,2019",1h56m,"Dolby Atmos, D T S",Jordan Peele,116.0,"Mar22,2019 ",wide,1,1
4,97 ,453,/m/toy_story_4,Toy Story 4,2019,Scope(2.35:1),434000000.0,Josh Cooley,Walt Disney,Kids&family,English,"Mark Nielsen, Jonas Rivera, Galyn Susman",G,"Oct1,2019",1h40m,"D T S, Dolby Digital, Dolby Atmos","Andrew Stanton, Stephany Folsom",100.0,"Jun21,2019 ",wide,1,1
5,95 ,455,/m/the_irishman,The Irishman,2019,Flat(1.85:1),,Martin Scorsese,Netflix,Crime,English,"Martin Scorsese, Robert De Niro, Jane Rosenthal, Gastón Pavlovich, Randall Emmett, Emma Tillinger Koskoff, Gerald Chamales, Irwin Winkler, Troy Allen",R,"Nov27,2019",3h29m,Dolby Atmos,Steven Zaillian,209.0,"Nov1,2019 ",limited,1,0
6,95 ,425,/m/little_women_2019,Little Women,2019,Flat(1.85:1),108100000.0,Greta Gerwig,Sony Pictures Entertainment,Drama,English,"Denise Di Novi, Amy Pascal, Robin Swicord",PG,"Dec25,2019",2h15m,Dolby Atmos,Greta Gerwig,135.0,"Dec25,2019 ",wide,1,1
7,96 ,377,/m/booksmart,Booksmart,2019,Scope(2.35:1),22700000.0,Olivia Wilde,Annapurna Pictures,Comedy,English,"Megan Ellison, Jessica Elbaum, Katie Silberman, Chelsea Barnard, David Distenfeld",R,"Aug20,2019",1h42m,,"Katie Silberman, Emily Halpern, Sarah Haskins, Susanna Fogel",102.0,"May24,2019 ",wide,1,1
8,97 ,345,/m/the_farewell_2019,The Farewell,2019,Scope(2.35:1),17700000.0,Lulu Wang,A24,Comedy,English,"Chris Weitz, Andrew Miano, Peter Saraf, Marc Turtletaub, Anita Gou, Daniele Tate Melia, Jane Zheng, Dani Melia",PG,"Aug27,2019",1h40m,,Lulu Wang,100.0,"Aug2,2019 ",wide,1,1
9,95 ,372,/m/a_beautiful_day_in_the_neighborhood,A Beautiful Day in the Neighborhood,2019,Flat(1.85:1),61700000.0,Marielle Heller,Tri Star Pictures,Biography,English,"Youree Henley, Peter Saraf, Marc Turtletaub, Leah Holzer",PG,"Nov22,2019",1h47m,,"Noah Harpster, Micah Fitzerman- Blue, Tom Junod",107.0,"Nov22,2019 ",wide,1,1
10,94 ,392,/m/marriage_story_2019,Marriage Story,2019,,,Noah Baumbach,Netflix,Comedy,English,"Noah Baumbach, David Heyman",R,"Dec6,2019",2h16m,,Noah Baumbach,136.0,"Nov6,2019 ",limited,1,0
11,95 ,363,/m/if_beale_street_could_talk,If Beale Street Could Talk,2019,,14900000.0,Barry Jenkins,Annapurna Pictures,Crime,English,"Adele Romanski, Sara Murphy, Barry Jenkins, Dede Gardner, Jeremy Kleiner",R,"Mar12,2019",1h59m,,Barry Jenkins,119.0,"Jan11,2019 ",wide,1,1
12,85 ,571,/m/once_upon_a_time_in_hollywood,Once Upon a Time In Hollywood,2019,Scope(2.35:1),142400000.0,Quentin Tarantino,Columbia Pictures,Comedy,English,"David Heyman, Shannon Mc Intosh, Quentin Tarantino",R,"Aug27,2019",2h39m,Dolby Digital,Quentin Tarantino,159.0,"Jul26,2019 ",wide,1,1
13,90 ,452,/m/spider_man_far_from_home,Spider-Man: Far From Home,2019,Scope(2.35:1),390700000.0,Jon Watts,Sony Pictures Entertainment,Comedy,English,"Kevin Feige, Amy Pascal",PG-13,"Aug27,2019",2h9m,"Dolby Digital, Dolby Atmos","Chris Mc Kenna, Erik Sommers",129.0,"Jul2,2019 ",wide,1,1
14,96 ,299,/m/pain_and_glory,Pain and Glory Dolor y gloria,2019,Flat(1.85:1),4600000.0,Pedro Almodóvar,Sony Pictures Classics,Drama,Spanish(Spain),"Agustín Almodóvar, Esther García",R,"Nov8,2019",1h53m,"S D D S, Dolby Digital, D T S",Pedro Almodóvar,113.0,"Oct4,2019 ",limited,1,0
15,90 ,413,/m/shazam,Shazam!,2019,Scope(2.35:1),140400000.0,David F. Sandberg,Warner Bros. Pictures,Comedy,English,Peter Safran,PG-13,"Jul2,2019",2h12m,Dolby Atmos,Henry Gayden,132.0,"Apr5,2019 ",wide,1,1
16,92 ,355,/m/ford_v_ferrari,Ford v Ferrari,2019,Scope(2.35:1),117600000.0,James Mangold,20th Century Fox,Biography,English,"Peter Chernin, Jenno Topping, James Mangold",PG-13,"Nov15,2019",2h32m,Dolby Atmos,"Jez Butterworth, John- Henry Butterworth, Jason Keller",152.0,"Nov15,2019 ",wide,1,1
17,97 ,233,/m/dolemite_is_my_name,Dolemite Is My Name,2019,,,Craig Brewer,Netflix,Comedy,English,"John Davis, John Fox",R,"Oct25,2019",1h58m,,"Scott Alexander, Larry Karaszewski",118.0,"Oct4,2019 ",limited,1,0
18,92 ,342,/m/uncut_gems,Uncut Gems,2019,Scope(2.35:1),50000000.0,"Ben Safdie, Joshua Safdie",A24,Mystery&thriller,English,"Sebastian Bear- Mc Clard, Oscar Boyson",R,"Dec13,2019",2h15m,"Dolby Atmos, Dolby Digital",,135.0,"Dec25,2019 ",wide,1,1
19,99 ,186,/m/apollo_11_2019,Apollo 11,2019,,9000000.0,Todd Douglas Miller,C N N Films,Documentary,English,"Todd Douglas Miller, Thomas Petersen, Evan Krauss",G,"May14,2019",1h33m,Dolby Digital,,93.0,"Mar8,2019 ",wide,1,1
20,90 ,382,/m/the_lighthouse_2019,The Lighthouse,2019,,10900000.0,Robert Eggers,A24,Mystery&thriller,English,"Jay Van Hoy, Lourenço Sant' Anna, Youree Henley, Rodrigo Teixeira",R,"Oct18,2019",1h50m,,"Robert Eggers, Max Eggers",110.0,"Oct25,2019 ",wide,1,1
21,89 ,392,/m/rocketman_2019,Rocketman,2019,Scope(2.35:1),96300000.0,Dexter Fletcher,Paramount Pictures,Biography,English,"Matthew Vaughn, David Furnish, Adam Bohling, David Reid",R,"Aug6,2019",2h1m,,Lee Hall,121.0,"May31,2019 ",wide,1,1
22,99 ,160,/m/amazing_grace_2018,Amazing Grace,2019,,4500000.0,Alan Elliott,,Documentary,English,"Joe Boyd, Alan Elliott, Aretha Franklin, Rob Johnson, Chiemi Karasawa, Sabrina V. Owens, Jerry Wexler, Tirrell D. Whittley, Joseph Woolf",G,"Aug6,2019",1h27m,,,87.0,"Nov23,2018 ",limited,1,0
23,99 ,156,/m/they_shall_not_grow_old,They Shall Not Grow Old,2019,,18000000.0,Peter Jackson,Warner Bros. Pictures,Documentary,English(UnitedKingdom),"Peter Jackson, Clare Olssen",R,"Mar12,2019",1h39m,"Dolby Atmos, Dolby Digital","Peter Jackson, Clare Olssen",99.0,"Feb1,2019 ",wide,1,1
24,99 ,154,/m/ash_is_purest_white,Ash Is Purest White,2019,Flat(1.85:1),416000.0,Zhang Ke Jia,Cohen Media Group,Drama,Chinese,Shozo Ichiyama,,"Jul16,2019",2h21m,,Zhang Ke Jia,141.0,"Mar15,2019 ",limited,1,0
25,100 ,131,/m/honeyland,Honeyland,2019,,808500.0,"Ljubo Stefanov, Tamara Kotevska",Neon,Documentary,Turkish,"Ljubo Stefanov, Atanas Georgiev",,"Oct22,2019",1h25m,,,85.0,"Jul26,2019 ",limited,1,0
26,95 ,237,/m/honey_boy,Honey Boy,2019,Scope(2.35:1),3000000.0,Alma Har'el,Amazon Studios,Drama,English,"Brian Kavanaugh- Jones, Daniela Taplin Lundberg, Anita Gou, Chris Leggett, Alma Har'el",R,"Feb5,2020",1h33m,Dolby Atmos,Shia La Beouf,93.0,"Nov8,2019 ",limited,1,0
27,89 ,353,/m/john_wick_chapter_3_parabellum,John Wick: Chapter 3 - Parabellum,2019,Scope(2.35:1),171000000.0,Chad Stahelski,Summit Entertainment,Mystery&thriller,English,"Basil Iwanyk, Erica Lee",R,"Aug23,2019",2h11m,,"Derek Kolstad, Shay Hatten, Chris Collins, Marc Abrams",131.0,"May17,2019 ",wide,1,1
28,95 ,220,/m/the_peanut_butter_falcon,The Peanut Butter Falcon,2019,Scope(2.35:1),20500000.0,"Tyler Nilson, Michael Schwartz",Roadside Attractions,Comedy,English,"Tim Zajaros, Christopher Lemole, Albert Berger, Ron Yerxa",PG-13,"Aug27,2019",1h36m,,"Tyler Nilson, Michael Schwartz",96.0,"Aug23,2019 ",wide,1,1
29,100 ,94,/m/one_cut_of_the_dead,One Cut of the Dead Kamera o tomeru na!,2019,,52400.0,Shinichiro Ueda,Shudder,Comedy,Japanese,Koji Ichihashi,,"Dec8,2019",1h36m,,Shinichiro Ueda,96.0,"Sep13,2019 ",limited,1,0
30,93 ,242,/m/fighting_with_my_family,Fighting with My Family,2019,Scope(2.35:1),23000000.0,Stephen Merchant,Metro- Goldwyn- Mayer,Drama,English,"Kevin Misher, Dwayne Johnson, Dany Garcia, Stephen Merchant, Michael J. Luisi",PG-13,"May14,2019",1h47m,,Stephen Merchant,107.0,"Feb22,2019 ",wide,1,1
31,79 ,543,/m/captain_marvel,Captain Marvel,2019,Scope(2.35:1),426800000.0,"Anna Boden, Ryan Fleck",Walt Disney,Sci-fi,English,Kevin Feige,PG-13,"May28,2019",2h4m,"D T S, Dolby Atmos, Dolby Digital","Anna Boden, Ryan Fleck, Geneva Robertson- Dworet, Jac Schaeffer",124.0,"Mar8,2019 ",wide,1,1
32,99 ,104,/m/knock_down_the_house,Knock Down the House,2019,,,Rachel Lears,Netflix,Documentary,English,"Rachel Lears, Robin Blotnick, Sarah Olson",PG,"May1,2019",1h26m,,"Rachel Lears, Robin Blotnick",86.0,"May1,2019 ",limited,1,0
33,96 ,168,/m/birds_of_passage_2019,Birds of Passage Pájaros de verano,2019,Scope(2.35:1),507300.0,"Cristina Gallego, Ciro Guerra",The Orchard,Crime,Spanish,"Cristina Gallego, Katrin Pors",,"May7,2019",2h5m,"Dolby Atmos, S D D S, Dolby Digital","Maria Camila Arias, Jacques Toulemonde Vidal",125.0,"Feb13,2019 ",limited,1,0
34,98 ,118,/m/maiden,Maiden,2019,,3200000.0,Alex Holmes,Sony Pictures Classics,Documentary,English,"Alex Holmes, Victoria Gregory",PG,"Oct1,2019",1h33m,,,93.0,"Jun28,2019 ",limited,1,0
35,87 ,355,/m/hustlers_2019,Hustlers,2019,Scope(2.35:1),105000000.0,Lorene Scafaria,S T X Films,Comedy,English,"Jessica Elbaum, Elaine Goldsmith- Thomas, Jennifer Lopez, Benny Medina, Will Ferrell, Adam Mc Kay",R,"Sep13,2019",1h50m,,"Lorene Scafaria, Jessica Pressler",110.0,"Sep13,2019 ",wide,1,1
36,98 ,101,/m/for_sama,For Sama,2019,,9300.0,"Edward Watts, Waad Al- Khateab",P B S,Documentary,Arabic,Waad Al- Khateab,,"Jan16,2020",1h35m,,,95.0,"Jul26,2019 ",limited,1,0
37,98 ,101,/m/one_child_nation,One Child Nation,2019,Flat(1.85:1),151700.0,"Nanfu Wang, Jialing Zhang",Amazon Studios,Documentary,English,"Christopher Clements, Julie Goldman, Carolyn Hepburn, Christoph Jörg",R,"Nov8,2019",1h25m,Dolby Digital,,85.0,"Aug9,2019 ",limited,1,0
38,98 ,101,/m/3_faces,3 Faces,2019,Flat(1.85:1),71600.0,Jafar Panahi,Kino Lorber,Drama,Persian,Jafar Panahi,,"Jun14,2019",1h40m,Dolby Digital,"Jafar Panahi, Nader Saeivar",100.0,"Mar8,2019 ",limited,1,0
39,97 ,120,/m/woman_at_war,Woman at War Kona fer í stríð,2019,Scope(2.35:1),844100.0,Benedikt Erlingsson,Magnolia Pictures,Comedy,Icelandic,"Benedikt Erlingsson, Carine Leblanc, Marianne Slot",,"Jun4,2019",1h41m,,"Benedikt Erlingsson,Ólafur Egilsson",101.0,"Mar1,2019 ",limited,1,0
40,90 ,272,/m/how_to_train_your_dragon_the_hidden_world,How to Train Your Dragon: The Hidden World,2019,Scope(2.35:1),160800000.0,Dean De Blois,Universal Pictures,Kids&family,English,"Brad Lewis, Bonnie Arnold",PG,"May21,2019",1h44m,"D T S, Dolby Digital, Dolby Atmos",Dean De Blois,104.0,"Feb22,2019 ",wide,1,1
41,97 ,119,/m/first_love_2019,First Love Hatsukoi,2019,,218300.0,Takashi Miike,Well Go U S A,Comedy,Japanese,"Misako Saka, Jeremy Thomas",,"Oct24,2019",1h48m,,Masa Nakamura,108.0,"Sep27,2019 ",limited,1,0
42,100 ,52,/m/chained_for_life_2018,Chained for Life,2019,,17400.0,Aaron Schimberg,Kino Lorber,Drama,English,"Daniel Patrick Carbone, Vanessa Mc Donnell, Matthew Petock, Jane Schoenbrun, Zachary Shedd",,"Dec10,2019",1h31m,,Aaron Schimberg,91.0,"Sep11,2019 ",limited,1,0
43,100 ,50,/m/white_riot,White Riot,2019,,,Rubika Shah,,Documentary,English(UnitedKingdom),Ed Gibbs,,"Dec3,2020",1h20m,,"Ed Gibbs, Rubika Shah",80.0,,,1,
44,88 ,312,/m/ready_or_not_2019,Ready or Not,2019,Scope(2.35:1),28700000.0,"Matt Bettinelli- Olpin, Tyler Gillett",Fox Searchlight,Mystery&thriller,English,"Tripp Vinson, James Vanderbilt, William Sherak, Bradley J. Fischer",R,"Aug27,2019",1h35m,Dolby Digital,"Guy Busick, Ryan Murphy",95.0,"Aug21,2019 ",wide,1,1
45,97 ,115,/m/tigers_are_not_afraid,Tigers Are Not Afraid Vuelven,2019,,175600.0,Issa López,,Mystery&thriller,Spanish,Marco Polo Constandse,,"Dec3,2019",1h23m,,Issa López,83.0,"Aug23,2019 ",limited,1,0
46,94 ,180,/m/transit_2018,Transit,2019,IMAX(Scope(2.35:1)),815300.0,Christian Petzold,Music Box Films,History,German,"Florian Koernervon Gustorf, Antonin Dedet",,"Jun27,2019",1h41m,,Christian Petzold,101.0,"Mar1,2019 ",limited,1,0
47,99 ,70,/m/the_chambermaid,The Chambermaid La camarista,2019,Scope(2.35:1),15900.0,Lila Avilés,Kino Lorber,Drama,Spanish,"Lila Avilés, Tatiana Graullera",,"Oct18,2019",1h42m,,"Lila Avilés, Juan Carlos Marquéz",102.0,"Jun26,2019 ",limited,1,0
48,100 ,47,/m/midnight_traveler,Midnight Traveler,2019,,38300.0,Hassan Fazili,Oscilloscope Pictures,Documentary,Persian,"Su Kim, Emelie Coleman Mahdavian",,"Nov12,2019",1h27m,,Emelie Coleman Mahdavian,87.0,"Sep18,2019 ",limited,1,0
49,92 ,221,/m/stan_and_ollie,Stan & Ollie,2019,Scope(2.35:1),5500000.0,Jon S. Baird,Sony Pictures Classics,Comedy,English,Faye Ward,PG,"Mar26,2019",1h37m,Dolby Digital,Jeff Pope,97.0,"Jan25,2019 ",wide,1,1
50,95 ,155,/m/atlantics,Atlantics,2019,,,Mati Diop,Netflix,Drama,Wolof,"Rémi Burah, Michel Merkt, Olivier Père, Judith Lou Lévy, Eve Robin",,"Nov29,2019",1h45m,,"Mati Diop, Olivier Demangel",105.0,"Nov15,2019 ",limited,1,0
51,100 ,45,/m/mickey_and_the_bear,Mickey and the Bear,2019,,56900.0,Annabelle Attanasio,Utopia,Drama,English,"Anja Murmann, Sabine Schenk, Lizzie Shapiro, Taylor Shung",R,"Feb14,2020",1h28m,,Annabelle Attanasio,88.0,"Nov13,2019 ",limited,1,0
52,96 ,132,/m/hail_satan,Hail Satan?,2019,,423200.0,Penny Lane,Magnolia Pictures,Documentary,English,Gabriel Sedgwick,R,"Jul23,2019",1h35m,,,95.0,"Apr17,2019 ",limited,1,0
53,98 ,88,/m/deadwood_the_movie,Deadwood: The Movie,2019,,,Daniel Minahan,,Western,English,,,"Nov15,2019",1h49m,,David Milch,109.0,,,1,
54,98 ,88,/m/varda_by_agnes,Varda by Agnès,2019,,,"Agnès Varda, Didier Rouget",Janus Films,Documentary,French(France),,,,1h56m,,"Agnès Varda, Didier Rouget",116.0,"Nov22,2019 ",limited,0,0
55,100 ,44,/m/scream_queen_my_nightmare_on_elm_street,"Scream, Queen! My Nightmare on Elm Street",2019,,,"Roman Chimienti, Tyler Jensen",,Documentary,English,"Roman Chimienti, Mark Patton",,"Mar3,2020",1h39m,,,99.0,"Feb27,2020 ",limited,1,0
56,100 ,41,/m/changing_the_game_2021,Changing the Game,2019,,,Michael Barnett,,Documentary,English,"Clare Tucker, Alex Schmider",,"Jun1,2021",1h28m,,Michael Mahaffie,88.0,,,1,
57,98 ,81,/m/the_heiresses,The Heiresses Las Herederas,2019,Scope(2.35:1),75700.0,Marcelo Martinessi,Distrib Films,Lgbtq+,Spanish,"Marcelo Martinessi, Sebastián Peña Escobar",,"Aug13,2019",1h38m,,Marcelo Martinessi,98.0,"Jan16,2019 ",limited,1,0
58,97 ,101,/m/toni_morrison_the_pieces_i_am,Toni Morrison: The Pieces I Am,2019,,901600.0,Timothy Greenfield- Sanders,Magnolia Pictures,Documentary,English,"Johanna Giebelhaus, Timothy Greenfield- Sanders, Chad Thompson, Tommy Walker",PG-13,"Aug27,2019",1h59m,,,119.0,"Jun21,2019 ",limited,1,0
59,92 ,207,/m/the_last_black_man_in_san_francisco,The Last Black Man in San Francisco,2019,,4500000.0,Joe Talbot,A24,Drama,English,"Dede Gardner, Jeremy Kleiner, Christina Oh, Joe Talbot",R,"Aug13,2019",2h1m,Dolby Digital,"Joe Talbot, Rob Richert",121.0,"Jun7,2019 ",limited,1,0
60,83 ,398,/m/midsommar,Midsommar,2019,,27400000.0,Ari Aster,A24,Mystery&thriller,English,"Patrik Andersson, Lars Knudsen",R,"Sep24,2019",2h25m,Dolby Digital,Ari Aster,145.0,"Aug30,2019 ",wide,1,1
61,95 ,134,/m/the_mustang,The Mustang,2019,,5000000.0,Laurede Clermont- Tonnerre,Focus Features,Drama,English,Alain Goldman,R,"Jun4,2019",1h36m,,"Laurede Clermont- Tonnerre, Mona Fastvold, Brock Norman Brock",96.0,"Mar15,2019 ",limited,1,0
62,83 ,393,/m/ad_astra,Ad Astra,2019,Scope(2.35:1),50200000.0,James Gray,20th Century Fox,Mystery&thriller,English,"Anthony Katagas, Rodrigo Teixeira, Arnon Milchan, James Gray, Jeremy Kleiner, Dede Gardner, Brad Pitt",PG-13,"Sep20,2019",2h4m,"Dolby Atmos, S D D S, D T S, Datasat","James Gray, Ethan Gross",124.0,"Sep20,2019 ",wide,1,1
63,92 ,194,/m/wild_rose_2019,Wild Rose,2019,Scope(2.35:1),1600000.0,Tom Harper,Neon,Comedy,English,Faye Ward,R,"Sep17,2019",1h41m,,Nicole Taylor,101.0,"Jun21,2019 ",limited,1,0
64,98 ,56,/m/63_up,63 Up,2019,,299700.0,Michael Apted,Brit Box,Documentary,English(UnitedKingdom),,,"Mar9,2021",2h18m,,,138.0,"Nov27,2019 ",limited,1,0
65,98 ,55,/m/homecoming_a_film_by_beyonce,Homecoming: A Film by Beyoncé,2019,,,Unknown Director,,,,,,,,,,,,,0,
66,98 ,55,/m/too_late_to_die_young,Too Late to Die Young Tarde para morir joven,2019,,,Dominga Sotomayor,Kim Stim,Drama,Spanish,"Dominga Sotomayor, Rodrigo Teixeira",,"Nov20,2019",1h50m,,Dominga Sotomayor,110.0,"May31,2019 ",limited,1,0
67,91 ,206,/m/gloria_bell,Gloria Bell,2019,Scope(2.35:1),5600000.0,Sebastián Lelio,A24,Comedy,English,"Juande Dios Larraín, Pablo Larraín, Sebastián Lelio",R,"May21,2019",1h42m,,Sebastián Lelio,102.0,"Mar22,2019 ",wide,1,1
68,96 ,96,/m/by_the_grace_of_god_2019,By the Grace of God Grâce à Dieu,2019,Flat(1.85:1),66300.0,François Ozon,Music Box Films,Drama,French(France),"Éric Altmayer, Nicolas Altmayer",,"Feb18,2020",2h17m,,François Ozon,137.0,"Oct18,2019 ",limited,1,0
69,97 ,72,/m/midnight_family,Midnight Family,2019,,40500.0,Luke Lorentzen,1091,Documentary,Spanish,"Kellen Quinn, Daniela Alatorre",,"Mar3,2020",1h21m,,Luke Lorentzen,81.0,"Dec6,2019 ",limited,1,0
70,98 ,50,/m/bunuel_in_the_labyrinth_of_the_turtles,Buñuel in the Labyrinth of the Turtles Buñuel en el laberinto de las tortugas,2019,,30800.0,Salvador Simó,G K I D S,Drama,Spanish(Spain),"Femke Wolting, Bruno Felix, Jose Maria Fernandez De Vega",,"Nov12,2019",1h20m,,"Salvador Simó, Eligio R. Montero",80.0,"Aug16,2019 ",limited,1,0
71,96 ,92,/m/be_natural_the_untold_story_of_alice_guy_blache,Be Natural: The Untold Story of Alice Guy-Blaché,2019,,101100.0,Pamela B. Green,Zeitgeist Films,Documentary,English,Pamela B. Green,,"Jul23,2019",1h43m,,"Pamela B. Green, Joan Simon",103.0,"Mar15,2019 ",limited,1,0
72,98 ,48,/m/working_woman,Working Woman,2019,Scope(2.35:1),64000.0,Michal Aviad,Zeitgeist Films,Drama,Hebrew,"Leon Edery, Moshe Edery, Amir Harel, Ayelet Kait",,"Jun28,2019",1h34m,,"Michal Aviad, Sharon Azulay Eyal, Michal Vinik",94.0,"Mar27,2019 ",limited,1,0
73,96 ,91,/m/american_factory,American Factory,2019,,,"Steven Bognar, Julia Reichert",Netflix,Documentary,English,"Steven Bognar, Julie Parker Benello, Jeff Reichert, Julia Reichert",,"Aug21,2019",1h49m,,,109.0,"Aug21,2019 ",limited,1,0
74,98 ,47,/m/fiddler_a_miracle_of_miracles,Fiddler: A Miracle of Miracles,2019,,547500.0,Max Lewkowicz,Samuel Goldwyn Films,Documentary,English,"Max Lewkowicz, Valerie Thomas",PG-13,"Oct1,2019",1h32m,,"Max Lewkowicz, Valerie Thomas",92.0,"Aug23,2019 ",limited,1,0
75,98 ,45,/m/dirty_god,Dirty God,2019,,,Sacha Polak,,Drama,English(UnitedKingdom),"Isabel Davis, Clea De Koning, Michael Elliott, Frank Klein",,"Nov30,2020",1h44m,,"Sacha Polak, Susie Farrell",104.0,,,1,
76,97 ,66,/m/making_waves_the_art_of_cinematic_sound,Making Waves: The Art of Cinematic Sound,2019,,51600.0,Midge Costin,Matson Films,Documentary,English,"Bobette Buster, Midge Costin, Karen Johnson",,"Feb11,2020",1h34m,,Bobette Buster,94.0,"Oct25,2019 ",limited,1,0
77,98 ,43,/m/im_no_longer_here,I'm No Longer Here Ya no estoy aquí,2019,Scope(2.35:1),,Fernando Frias,,Drama,Spanish,,,"May27,2020",1h52m,,Fernando Frias,112.0,,,1,
78,97 ,63,/m/the_cave_2019,The Cave,2019,,60900.0,Feras Fayyad,,Documentary,Arabic,"Kirstine Barfod, Sigrid Jonsson Dyekjær",PG-13,"Jan14,2020",1h35m,,"Feras Fayyad, Alisar Hasan",95.0,,,1,
79,93 ,150,/m/bad_education_2019,Bad Education,2019,,,Cory Finley,,Comedy,English,"Fred Berger, Brian Kavanaugh- Jones, Julia Lebedev, Mike Makowsky, Oren Moverman, Eddie Vaisman",,"Apr26,2020",1h43m,,Mike Makowsky,103.0,,,1,
80,88 ,259,/m/blinded_by_the_light,Blinded by the Light,2019,,11900000.0,Gurinder Chadha,Warner Bros. Pictures,Drama,English,"Gurinder Chadha, Jane Barclay, Jamal Daniel",PG-13,"Aug27,2019",1h54m,,"Sarfraz Manzoor, Gurinder Chadha, Paul Mayeda Berges",114.0,"Aug16,2019 ",wide,1,1
81,97 ,62,/m/the_kingmaker,The Kingmaker,2019,,121600.0,Lauren Greenfield,Greenwich Entertainment,Documentary,English,Frank Evers,R,"Feb28,2020",1h41m,,Lauren Greenfield,101.0,"Nov8,2019 ",limited,1,0
82,96 ,83,/m/i_lost_my_body,I Lost My Body,2019,Scope(2.35:1),,Jérémy Clapin,Netflix,Drama,French(France),"Marcdu Pontavice, Camille Wiplier, Lucie Bolze",,"Nov29,2019",1h21m,Dolby Digital,"Jérémy Clapin, Guillaume Laurant",81.0,"Nov15,2019 ",limited,1,0
83,97 ,61,/m/harpoon_2019,Harpoon,2019,,,Rob Grant,Epic Pictures Group,Mystery&thriller,English,"Julian Black Antelope, Kurtis David Harder, Michael Peterson",,"Oct8,2019",1h23m,,Rob Grant,83.0,"Oct4,2019 ",limited,1,0
84,97 ,61,/m/love_antosha,"Love, Antosha",2019,,19900.0,Garret Price,Lurker Productions,Documentary,English,"Drake Doremus, Adam Gibbs",R,"Nov15,2019",1h32m,,,92.0,"Aug2,2019 ",limited,1,0
85,89 ,229,/m/dark_waters_2019,Dark Waters,2019,Scope(2.35:1),11100000.0,Todd Haynes,Focus Features,Mystery&thriller,English,"Mark Ruffalo, Christine Vachon, Pamela Koffler",PG-13,"Nov22,2019",2h6m,,"Mario Correa, Matthew Michael Carnahan",126.0,"Dec6,2019 ",wide,1,1
86,95 ,97,/m/little_woods,Little Woods,2019,,147100.0,Nia Da Costa,Neon,Drama,English,"Tim Headington, Rachael Fung, Gabrielle Nadig, David Stone",R,"Jul16,2019",1h45m,,Nia Da Costa,105.0,"Apr19,2019 ",limited,1,0
87,80 ,423,/m/jojo_rabbit,Jojo Rabbit,2019,Flat(1.85:1),33400000.0,Taika Waititi,Fox Searchlight,Comedy,English,"Carthew Neal, Taika Waititi, Chelsea Winstanley",PG-13,"Nov8,2019",1h48m,Dolby Digital,Taika Waititi,108.0,"Nov8,2019 ",wide,1,1
88,96 ,72,/m/the_amusement_park,The Amusement Park,2019,,,George A. Romero,,Horror,English,,,"Jun8,2021",54m,,Wally Cook,54.0,,,1,
89,89 ,224,/m/the_two_popes,The Two Popes,2019,,,Fernando Meirelles,Netflix,Drama,English,"Tracey Seaward, Dan Lin, Jonathan Eirich",PG-13,"Dec20,2019",2h6m,Dolby Atmos,"Anthony Mc Carten, Frank Cottrell Boyce",126.0,"Nov27,2019 ",limited,1,0
90,96 ,70,/m/ray_and_liz,Ray & Liz,2019,,,Richard Billingham,Kim Stim,Drama,English(UnitedKingdom),Jacqui Davies,,"Apr14,2020",1h48m,,Richard Billingham,108.0,"Jul10,2019 ",limited,1,0
91,95 ,91,/m/mike_wallace_is_here,Mike Wallace Is Here,2019,,278800.0,Avi Belkin,Magnolia Pictures,Documentary,English,"Rafael Marmor, John Battsek, Peggy Drexler, Chris Leggett, Avi Belkin",PG-13,"Aug27,2019",1h34m,,,94.0,"Jul26,2019 ",limited,1,0
92,92 ,150,/m/monos,Monos,2019,Scope(2.35:1),405100.0,Alejandro Landes,Neon,Mystery&thriller,English,"Fernando Epstein, Alejandro Landes, Cristina Landes, Santiago A. Zapata",R,"Sep13,2019",1h42m,Dolby Digital,"Alejandro Landes, Alexis Dos Santos",102.0,"Sep13,2019 ",limited,1,0
